Accident_ID,Month_Year,Time,Location ,Accident_Severity,Vehicle_Type,Weather_Condition,Road_Type,Number_of_Casualties,Number_of_Fatalities,Light_Condition,Speed_Limit (km/h)
ACC0992,Jul-23,01:05,Mysore Karnataka,Fatal,Two-Wheeler,Foggy,Urban Road,1,4,Dawn,48
ACC0993,Oct-21,08:06,Surat Gujarat,Fatal,Truck,Rainy,Village Road,2,3,Dark,102
ACC0994,Nov-20,20:42,Dwarka Delhi,Serious,Pedestrian,Rainy,Urban Road,7,5,Dark,108
ACC0995,Feb-21,19:41,Champhai Mizoram,Serious,Auto-Rickshaw,Foggy,National Highway,7,3,Daylight,33
ACC0996,Sep-20,05:29,Madurai Tamil Nadu,Fatal,Two-Wheeler,Rainy,Village Road,1,3,Dusk,75
ACC0997,Feb-20,12:47,Srinagar Jammu and Kashmir,Serious,Truck,Clear,Village Road,9,1,Dusk,41
ACC0998,Jun-23,23:53,Baramulla Jammu and Kashmir,Fatal,Auto-Rickshaw,Foggy,National Highway,5,1,Dark,70
ACC0999,Jun-18,10:49,Dwarka Delhi,Fatal,Bus,Stormy,National Highway,7,1,Dark,109
ACC1000,Nov-20,03:10,Jammu Jammu and Kashmir,Serious,Auto-Rickshaw,Rainy,Urban Road,7,2,Dark,82
ACC1001,Oct-21,22:47,Dwarka Delhi,Fatal,Car,Foggy,Village Road,0,2,Dawn,37
ACC1002,Jan-19,10:50,Mokokchung Nagaland,Fatal,Truck,Stormy,State Highway,1,5,Dark,51
ACC1003,Jan-23,19:19,Karimnagar Telangana,Minor,Two-Wheeler,Clear,Urban Road,0,3,Dawn,49
ACC1004,Feb-20,22:09,Coimbatore Tamil Nadu,Fatal,Bus,Rainy,Urban Road,2,0,Daylight,53
ACC1005,Jul-18,03:33,Chandigarh Chandigarh,Fatal,Bus,Clear,Urban Road,9,3,Daylight,73
ACC1006,Oct-21,06:45,Panaji Goa,Fatal,Bus,Hazy,State Highway,8,5,Dusk,92
ACC1007,Mar-22,17:14,Bhubaneswar Odisha,Fatal,Car,Hazy,Urban Road,5,1,Dawn,51
ACC1008,Feb-19,22:46,Kohima Nagaland,Minor,Two-Wheeler,Clear,Urban Road,9,3,Dawn,106
ACC1009,Oct-18,11:28,Vijayawada Andhra Pradesh,Fatal,Cycle,Foggy,Urban Road,3,3,Dark,34
ACC1010,Aug-20,00:25,Surat Gujarat,Minor,Bus,Hazy,National Highway,4,2,Dark,76
ACC1011,Dec-21,07:21,Pune Maharashtra,Fatal,Truck,Rainy,National Highway,5,2,Dusk,96
ACC1012,Mar-20,00:43,Dharamshala Himachal Pradesh,Fatal,Cycle,Foggy,National Highway,6,3,Dark,109
ACC1013,Mar-20,08:10,Gurugram Haryana,Serious,Bus,Stormy,State Highway,5,2,Daylight,106
ACC1014,Oct-23,09:18,Patna Bihar,Fatal,Two-Wheeler,Hazy,Urban Road,1,4,Daylight,50
ACC1015,Dec-22,23:07,Jammu Jammu and Kashmir,Fatal,Bus,Stormy,National Highway,5,1,Daylight,82
ACC1016,Aug-21,04:00,Ludhiana Punjab,Fatal,Auto-Rickshaw,Hazy,State Highway,8,5,Daylight,112
ACC1017,Oct-19,16:04,Kochi Kerala,Fatal,Pedestrian,Hazy,Urban Road,6,3,Dawn,41
ACC1018,Jul-21,01:10,Aizawl Mizoram,Fatal,Two-Wheeler,Rainy,Urban Road,3,1,Dawn,110
ACC1019,May-19,17:55,Mapusa Goa,Fatal,Two-Wheeler,Foggy,Village Road,7,2,Dusk,54
ACC1020,Feb-23,02:50,Bhagalpur Bihar,Serious,Auto-Rickshaw,Clear,State Highway,9,5,Dark,118
ACC1021,Jul-18,19:04,Vijayawada Andhra Pradesh,Fatal,Pedestrian,Rainy,State Highway,7,1,Dark,49
ACC1022,Aug-20,07:13,Mysore Karnataka,Fatal,Two-Wheeler,Clear,State Highway,0,1,Dark,96
ACC1023,Mar-21,10:31,Durgapur West Bengal,Fatal,Bus,Stormy,State Highway,10,1,Dark,81
ACC1024,Oct-18,15:06,Korba Chhattisgarh,Minor,Two-Wheeler,Clear,Village Road,1,1,Dawn,75
ACC1025,Jan-19,05:29,Mysore Karnataka,Serious,Cycle,Foggy,National Highway,7,5,Dusk,82
ACC1026,Aug-18,17:27,Kohima Nagaland,Serious,Pedestrian,Stormy,Village Road,3,3,Dusk,63
ACC1027,Nov-22,13:26,Baramulla Jammu and Kashmir,Fatal,Auto-Rickshaw,Stormy,State Highway,4,5,Dusk,68
ACC1028,Feb-20,19:39,Indore Madhya Pradesh,Fatal,Truck,Rainy,Village Road,2,4,Dark,41
ACC1029,Jul-18,05:44,Tura Meghalaya,Minor,Auto-Rickshaw,Hazy,Urban Road,2,1,Daylight,114
ACC1030,Jan-23,08:53,Karaikal Puducherry,Fatal,Two-Wheeler,Rainy,Village Road,9,4,Daylight,76
ACC1031,Mar-21,22:37,Chennai Tamil Nadu,Fatal,Truck,Rainy,National Highway,10,2,Daylight,90
ACC1032,Dec-22,09:50,Nongstoin Meghalaya,Fatal,Pedestrian,Foggy,National Highway,8,1,Dusk,88
ACC1033,Oct-22,13:37,Panaji Goa,Serious,Car,Rainy,Urban Road,8,5,Daylight,113
ACC1034,Nov-21,19:51,Rohini Delhi,Serious,Car,Hazy,National Highway,10,3,Daylight,30
ACC1035,Oct-20,06:09,Visakhapatnam Andhra Pradesh,Minor,Car,Clear,National Highway,2,3,Dark,30
ACC1036,Dec-18,12:36,Naharlagun Arunachal Pradesh,Minor,Cycle,Rainy,State Highway,9,3,Dawn,49
ACC1037,Jan-20,03:25,Rohini Delhi,Minor,Cycle,Clear,Village Road,8,2,Dark,89
ACC1038,Mar-23,09:16,Chandigarh Chandigarh,Serious,Car,Foggy,Village Road,6,5,Dusk,86
ACC1039,Mar-20,18:50,Gurugram Haryana,Minor,Pedestrian,Rainy,Village Road,6,3,Dusk,106
ACC1040,Jun-19,19:12,Visakhapatnam Andhra Pradesh,Minor,Auto-Rickshaw,Clear,Urban Road,4,3,Daylight,103
ACC1041,Sep-20,11:24,Silchar Assam,Fatal,Pedestrian,Foggy,Urban Road,0,2,Dusk,103
ACC1042,Jan-19,01:32,Srinagar Jammu and Kashmir,Serious,Pedestrian,Foggy,National Highway,7,0,Dusk,112
ACC1043,Jan-20,07:33,Korba Chhattisgarh,Minor,Auto-Rickshaw,Rainy,Urban Road,10,5,Dawn,99
ACC1044,Nov-20,01:52,Aizawl Mizoram,Fatal,Two-Wheeler,Rainy,State Highway,6,2,Dark,116
ACC1045,Jun-18,01:09,Nagpur Maharashtra,Serious,Cycle,Foggy,State Highway,0,3,Dawn,72
ACC1046,Oct-20,20:09,Visakhapatnam Andhra Pradesh,Serious,Truck,Hazy,Village Road,6,5,Daylight,118
ACC1047,Mar-22,10:04,Chandigarh Chandigarh,Serious,Bus,Stormy,Village Road,6,1,Daylight,98
ACC1048,Jul-22,13:06,Agartala Tripura,Serious,Auto-Rickshaw,Foggy,National Highway,9,1,Dusk,119
ACC1049,Jan-20,19:08,Hyderabad Telangana,Minor,Truck,Stormy,Urban Road,0,3,Dawn,58
ACC1050,Nov-22,05:31,Bhubaneswar Odisha,Serious,Car,Foggy,State Highway,8,4,Dawn,63
ACC1051,Aug-18,06:01,Vijayawada Andhra Pradesh,Serious,Cycle,Hazy,National Highway,8,4,Daylight,75
ACC1052,Sep-20,13:56,Kochi Kerala,Fatal,Car,Rainy,Village Road,2,4,Dawn,46
ACC1053,Jul-18,13:38,Bhilai Chhattisgarh,Serious,Two-Wheeler,Clear,State Highway,8,5,Daylight,65
ACC1054,May-18,13:38,Thoubal Manipur,Serious,Auto-Rickshaw,Foggy,State Highway,5,1,Dark,109
ACC1055,Apr-21,19:33,Haridwar Uttarakhand,Minor,Cycle,Rainy,Village Road,9,5,Dusk,91
ACC1056,Aug-20,04:14,Shillong Meghalaya,Minor,Truck,Rainy,Village Road,8,3,Dawn,97
ACC1057,Oct-18,22:50,Imphal Manipur,Minor,Auto-Rickshaw,Clear,State Highway,1,3,Dusk,119
ACC1058,Dec-18,21:40,Kanpur Uttar Pradesh,Serious,Auto-Rickshaw,Stormy,Urban Road,10,0,Dark,89
ACC1059,Oct-18,22:40,Puri Odisha,Serious,Car,Hazy,Village Road,7,1,Dawn,73
ACC1060,Feb-23,03:47,Imphal Manipur,Fatal,Pedestrian,Clear,Village Road,7,3,Daylight,117
ACC1061,Aug-19,04:02,Chandigarh Chandigarh,Minor,Auto-Rickshaw,Rainy,Village Road,1,5,Dark,72
ACC1062,Oct-20,12:36,Jaipur Rajasthan,Fatal,Two-Wheeler,Hazy,National Highway,7,0,Dusk,58
ACC1063,Mar-21,23:10,Roorkee Uttarakhand,Fatal,Two-Wheeler,Rainy,State Highway,7,3,Daylight,105
ACC1064,Sep-18,10:31,Jalandhar Punjab,Minor,Cycle,Stormy,Urban Road,2,5,Dusk,108
ACC1065,Aug-19,21:50,Dharmanagar Tripura,Serious,Truck,Stormy,State Highway,3,4,Dusk,67
ACC1066,May-20,07:42,Pasighat Arunachal Pradesh,Serious,Truck,Rainy,Urban Road,10,3,Dawn,52
ACC1067,May-20,17:36,Dwarka Delhi,Serious,Bus,Stormy,State Highway,4,0,Daylight,36
ACC1068,Sep-21,21:57,Nizamabad Telangana,Fatal,Auto-Rickshaw,Clear,National Highway,5,5,Dusk,120
ACC1069,Mar-20,06:11,Chandigarh Chandigarh,Serious,Two-Wheeler,Stormy,National Highway,1,4,Dusk,66
ACC1070,Jul-18,01:49,Pune Maharashtra,Serious,Car,Stormy,Urban Road,3,3,Daylight,63
ACC1071,Mar-20,06:53,Bokaro Jharkhand,Serious,Pedestrian,Clear,State Highway,6,3,Dawn,118
ACC1072,Jan-21,01:11,Gyalshing Sikkim,Minor,Car,Rainy,National Highway,6,4,Dusk,38
ACC1073,Nov-23,01:27,Durg Chhattisgarh,Fatal,Bus,Foggy,Village Road,1,4,Dark,113
ACC1074,Oct-21,06:36,Dimapur Nagaland,Serious,Two-Wheeler,Hazy,National Highway,7,4,Dusk,40
ACC1075,Sep-20,12:59,Kozhikode Kerala,Minor,Truck,Hazy,National Highway,10,3,Dawn,64
ACC1076,Nov-20,05:49,Dwarka Delhi,Minor,Two-Wheeler,Rainy,State Highway,1,3,Daylight,92
ACC1077,May-18,01:14,Faridabad Haryana,Minor,Car,Rainy,Urban Road,0,0,Dark,58
ACC1078,Jun-22,12:00,Naharlagun Arunachal Pradesh,Minor,Auto-Rickshaw,Foggy,Village Road,0,0,Dawn,107
ACC1079,May-20,01:51,Mumbai Maharashtra,Serious,Car,Clear,State Highway,5,2,Daylight,68
ACC1080,Jul-21,18:12,Siliguri West Bengal,Serious,Bus,Stormy,National Highway,8,2,Dawn,53
ACC1081,Mar-20,16:30,Bangalore Karnataka,Fatal,Pedestrian,Clear,Urban Road,9,3,Daylight,46
ACC1082,Jan-21,16:28,Cuttack Odisha,Fatal,Cycle,Hazy,State Highway,10,4,Daylight,66
ACC1083,Nov-18,22:45,Vasco da Gama Goa,Serious,Pedestrian,Hazy,Village Road,7,0,Dark,47
ACC1084,May-22,04:34,Dhanbad Jharkhand,Minor,Truck,Rainy,Urban Road,3,4,Dawn,89
ACC1085,Jul-22,01:49,Jorhat Assam,Minor,Bus,Rainy,State Highway,4,5,Daylight,113
ACC1086,Aug-23,01:08,Durgapur West Bengal,Minor,Bus,Stormy,Urban Road,3,0,Dawn,82
ACC1087,Jul-21,03:29,Chandigarh Chandigarh,Minor,Car,Stormy,Urban Road,6,1,Daylight,63
ACC1088,Jul-20,12:46,Naharlagun Arunachal Pradesh,Serious,Two-Wheeler,Foggy,National Highway,9,1,Daylight,72
ACC1089,Jun-23,23:12,Thiruvananthapuram Kerala,Minor,Bus,Hazy,State Highway,2,2,Daylight,65
ACC1090,May-18,11:35,Champhai Mizoram,Fatal,Car,Rainy,National Highway,6,4,Daylight,103
ACC1091,May-19,17:10,Jammu Jammu and Kashmir,Serious,Two-Wheeler,Foggy,Village Road,7,4,Dawn,108
ACC1092,Jul-21,11:50,Raipur Chhattisgarh,Fatal,Two-Wheeler,Foggy,Village Road,2,2,Daylight,86
ACC1093,Mar-19,10:44,Kozhikode Kerala,Fatal,Truck,Rainy,National Highway,10,2,Dawn,52
ACC1094,Jun-21,03:25,Anantnag Jammu and Kashmir,Serious,Car,Stormy,State Highway,0,3,Dusk,107
ACC1095,Nov-23,21:38,Kochi Kerala,Serious,Truck,Rainy,Urban Road,7,3,Dawn,93
ACC1096,Aug-20,21:45,Ambala Haryana,Minor,Bus,Stormy,State Highway,5,4,Dark,77
ACC1097,Jan-22,16:13,Karaikal Puducherry,Minor,Cycle,Clear,State Highway,3,3,Daylight,75
ACC1098,Mar-21,09:13,Bhubaneswar Odisha,Minor,Cycle,Foggy,Village Road,8,0,Daylight,82
ACC1099,Oct-23,02:23,Siliguri West Bengal,Serious,Cycle,Rainy,Urban Road,0,5,Dusk,88
ACC1100,Jun-21,23:16,Champhai Mizoram,Fatal,Auto-Rickshaw,Hazy,Urban Road,9,0,Daylight,96
ACC1101,Aug-19,03:06,Mokokchung Nagaland,Serious,Pedestrian,Hazy,Urban Road,1,2,Dark,120
ACC1102,Feb-20,23:22,Mysore Karnataka,Minor,Car,Foggy,Village Road,1,3,Dawn,45
ACC1103,May-20,18:03,Rohini Delhi,Minor,Bus,Stormy,Village Road,0,1,Dusk,83
ACC1104,Aug-23,01:36,Baramulla Jammu and Kashmir,Minor,Truck,Clear,Village Road,9,0,Dark,35
ACC1105,Feb-21,00:52,Mysore Karnataka,Minor,Bus,Stormy,Village Road,8,1,Daylight,44
ACC1106,Sep-19,05:18,Ahmedabad Gujarat,Minor,Cycle,Hazy,Village Road,6,3,Dawn,90
ACC1107,Sep-18,18:23,Siliguri West Bengal,Serious,Auto-Rickshaw,Rainy,State Highway,8,0,Dark,60
ACC1108,May-19,22:35,Gaya Bihar,Serious,Cycle,Hazy,National Highway,8,3,Dark,67
ACC1109,Jun-18,05:18,Panipat Haryana,Minor,Bus,Hazy,State Highway,5,1,Dark,96
ACC1110,Dec-18,04:22,Shimla Himachal Pradesh,Fatal,Car,Stormy,Urban Road,10,5,Dawn,47
ACC1111,Aug-18,01:09,Warangal Telangana,Minor,Pedestrian,Hazy,National Highway,9,4,Dawn,94
ACC1112,Jun-23,12:46,Karimnagar Telangana,Fatal,Auto-Rickshaw,Clear,Urban Road,2,5,Dawn,54
ACC1113,Dec-23,14:33,Tirupati Andhra Pradesh,Fatal,Truck,Clear,Village Road,1,2,Dusk,54
ACC1114,Jan-23,18:17,Durg Chhattisgarh,Serious,Car,Hazy,State Highway,7,0,Dawn,111
ACC1115,Nov-23,23:05,Visakhapatnam Andhra Pradesh,Fatal,Car,Hazy,State Highway,1,1,Daylight,60
ACC1116,Jul-19,08:10,Lucknow Uttar Pradesh,Fatal,Truck,Foggy,Urban Road,10,0,Daylight,113
ACC1117,Dec-19,17:25,Kohima Nagaland,Minor,Cycle,Clear,National Highway,2,5,Dusk,68
ACC1118,Jul-20,00:32,Karaikal Puducherry,Fatal,Truck,Foggy,Village Road,6,2,Dawn,98
ACC1119,Aug-18,12:45,Coimbatore Tamil Nadu,Serious,Pedestrian,Rainy,National Highway,8,2,Dawn,60
ACC1120,May-23,21:07,Nagpur Maharashtra,Serious,Bus,Rainy,National Highway,8,5,Daylight,79
ACC1121,Oct-20,05:12,Bhagalpur Bihar,Fatal,Cycle,Hazy,Urban Road,9,5,Dark,50
ACC1122,Feb-23,07:08,Pune Maharashtra,Minor,Bus,Clear,Village Road,2,4,Dawn,119
ACC1123,Jan-18,16:10,Jodhpur Rajasthan,Serious,Pedestrian,Rainy,State Highway,0,4,Dawn,35
ACC1124,Nov-23,06:31,Durgapur West Bengal,Serious,Truck,Hazy,Urban Road,0,3,Dawn,82
ACC1125,Jul-18,16:18,Dibrugarh Assam,Minor,Pedestrian,Hazy,Village Road,9,3,Dawn,118
ACC1126,Oct-22,08:07,Bokaro Jharkhand,Serious,Auto-Rickshaw,Stormy,National Highway,5,2,Dusk,49
ACC1127,Jan-21,07:10,Korba Chhattisgarh,Serious,Bus,Hazy,State Highway,3,2,Dawn,66
ACC1128,Dec-22,02:14,Thoubal Manipur,Minor,Car,Clear,National Highway,0,1,Dawn,78
ACC1129,Nov-21,06:37,Mokokchung Nagaland,Fatal,Pedestrian,Foggy,Urban Road,4,4,Dusk,55
ACC1130,Sep-23,16:38,Dwarka Delhi,Fatal,Bus,Clear,Village Road,3,3,Dark,85
ACC1131,Feb-21,09:21,Nagpur Maharashtra,Fatal,Bus,Stormy,National Highway,7,5,Dusk,52
ACC1132,Jul-21,23:32,Kozhikode Kerala,Serious,Two-Wheeler,Clear,Village Road,9,5,Daylight,116
ACC1133,Mar-19,11:29,Nagpur Maharashtra,Fatal,Car,Rainy,Urban Road,2,4,Dark,108
ACC1134,May-19,07:21,Thiruvananthapuram Kerala,Minor,Pedestrian,Foggy,Urban Road,8,0,Dark,102
ACC1135,Jan-23,00:28,Dehradun Uttarakhand,Fatal,Auto-Rickshaw,Foggy,Urban Road,2,2,Daylight,71
ACC1136,Jan-23,20:21,Bishnupur Manipur,Fatal,Bus,Clear,National Highway,10,0,Daylight,103
ACC1137,Jul-19,03:09,Surat Gujarat,Serious,Pedestrian,Stormy,State Highway,1,1,Dawn,117
ACC1138,Dec-22,21:11,Kolkata West Bengal,Fatal,Cycle,Rainy,State Highway,6,3,Daylight,78
ACC1139,Mar-22,13:56,New Delhi Delhi,Fatal,Two-Wheeler,Foggy,Urban Road,5,0,Dusk,78
ACC1140,Oct-23,00:17,Dharmanagar Tripura,Fatal,Pedestrian,Foggy,State Highway,6,5,Dawn,58
ACC1141,May-20,20:59,Chennai Tamil Nadu,Minor,Auto-Rickshaw,Rainy,Village Road,1,4,Dusk,75
ACC1142,May-19,08:29,Mandi Himachal Pradesh,Serious,Pedestrian,Rainy,National Highway,10,0,Dawn,49
ACC1143,Dec-19,16:30,Jalandhar Punjab,Serious,Auto-Rickshaw,Clear,State Highway,5,2,Daylight,100
ACC1144,Nov-19,03:13,Dimapur Nagaland,Minor,Pedestrian,Clear,National Highway,1,2,Dawn,46
ACC1145,Sep-22,10:26,Jorhat Assam,Fatal,Car,Rainy,State Highway,10,0,Dusk,120
ACC1146,May-21,09:54,Kochi Kerala,Serious,Pedestrian,Rainy,State Highway,0,5,Daylight,114
ACC1147,Jun-22,13:21,Muzaffarpur Bihar,Serious,Cycle,Clear,National Highway,6,4,Dark,110
ACC1148,Jan-22,07:41,Agartala Tripura,Minor,Pedestrian,Rainy,Village Road,4,5,Dark,43
ACC1149,Aug-21,03:00,Karaikal Puducherry,Fatal,Bus,Foggy,State Highway,1,3,Daylight,47
ACC1150,Jun-19,20:45,Udaipur Tripura,Minor,Truck,Rainy,State Highway,0,3,Dawn,58
ACC1151,Sep-22,18:54,Hyderabad Telangana,Minor,Car,Hazy,State Highway,9,5,Dawn,45
ACC1152,Aug-21,08:50,Nagpur Maharashtra,Minor,Two-Wheeler,Clear,Village Road,10,3,Daylight,80
ACC1153,Apr-18,05:44,Dibrugarh Assam,Serious,Car,Rainy,Urban Road,5,5,Daylight,118
ACC1154,Apr-18,00:14,Coimbatore Tamil Nadu,Serious,Bus,Hazy,Urban Road,3,1,Dusk,104
ACC1155,Dec-19,20:26,Gangtok Sikkim,Fatal,Two-Wheeler,Foggy,State Highway,0,2,Dusk,67
ACC1156,Nov-21,05:53,Vijayawada Andhra Pradesh,Fatal,Bus,Foggy,Village Road,0,3,Dark,84
ACC1157,Aug-18,05:46,Mysore Karnataka,Fatal,Truck,Clear,Urban Road,6,1,Dusk,82
ACC1158,Nov-20,14:04,Mokokchung Nagaland,Serious,Auto-Rickshaw,Rainy,National Highway,6,2,Dusk,82
ACC1159,Oct-20,08:27,Ahmedabad Gujarat,Fatal,Two-Wheeler,Hazy,National Highway,2,0,Daylight,77
ACC1160,Apr-20,20:02,Bangalore Karnataka,Serious,Bus,Stormy,National Highway,5,3,Daylight,117
ACC1161,Mar-20,07:17,Coimbatore Tamil Nadu,Fatal,Pedestrian,Hazy,Urban Road,3,2,Dusk,37
ACC1162,Jan-20,10:07,Vijayawada Andhra Pradesh,Serious,Auto-Rickshaw,Foggy,State Highway,6,3,Daylight,50
ACC1163,Sep-19,15:13,Rohini Delhi,Minor,Truck,Stormy,Urban Road,5,0,Dawn,117
ACC1164,Jan-22,03:41,Jammu Jammu and Kashmir,Fatal,Car,Clear,Urban Road,4,3,Dark,70
ACC1165,Oct-23,09:16,Vasco da Gama Goa,Serious,Bus,Foggy,State Highway,4,4,Dark,55
ACC1166,Nov-19,20:46,Mangan Sikkim,Minor,Truck,Stormy,Village Road,2,5,Dusk,93
ACC1167,Dec-18,00:10,Muzaffarpur Bihar,Minor,Two-Wheeler,Stormy,State Highway,7,4,Dawn,67
ACC1168,Dec-19,09:40,Pune Maharashtra,Fatal,Auto-Rickshaw,Hazy,Village Road,9,1,Dark,51
ACC1169,Apr-21,04:39,Durg Chhattisgarh,Serious,Two-Wheeler,Foggy,National Highway,5,2,Daylight,97
ACC1170,Apr-19,15:18,Panaji Goa,Minor,Car,Stormy,Village Road,8,2,Dark,104
ACC1171,Mar-23,04:34,Mysore Karnataka,Serious,Auto-Rickshaw,Clear,Village Road,4,4,Dawn,46
ACC1172,Nov-20,22:34,Dhanbad Jharkhand,Minor,Pedestrian,Stormy,National Highway,6,5,Dawn,71
ACC1173,May-22,04:17,Jaipur Rajasthan,Minor,Auto-Rickshaw,Foggy,Village Road,10,2,Dark,59
ACC1174,Sep-20,12:54,Jaipur Rajasthan,Serious,Auto-Rickshaw,Clear,National Highway,6,1,Dawn,62
ACC1175,Mar-21,10:28,Chennai Tamil Nadu,Fatal,Auto-Rickshaw,Rainy,Urban Road,2,4,Dusk,45
ACC1176,Jun-21,08:31,Chennai Tamil Nadu,Fatal,Truck,Rainy,State Highway,1,0,Daylight,81
ACC1177,Jan-19,12:50,Imphal Manipur,Serious,Car,Stormy,National Highway,6,4,Dawn,119
ACC1178,Jan-19,18:57,Dehradun Uttarakhand,Serious,Two-Wheeler,Rainy,Village Road,5,2,Dusk,74
ACC1179,Jun-21,03:35,Bhubaneswar Odisha,Serious,Auto-Rickshaw,Stormy,State Highway,0,5,Dusk,51
ACC1180,Feb-20,03:57,Vijayawada Andhra Pradesh,Minor,Auto-Rickshaw,Stormy,National Highway,0,0,Dark,82
ACC1181,Nov-18,03:33,Gangtok Sikkim,Minor,Bus,Stormy,Urban Road,6,1,Dark,31
ACC1182,May-22,02:07,Tirupati Andhra Pradesh,Serious,Truck,Foggy,National Highway,2,2,Dawn,88
ACC1183,Apr-22,22:24,Dharamshala Himachal Pradesh,Fatal,Car,Hazy,Urban Road,10,1,Dark,105
ACC1184,Jan-22,13:40,Lucknow Uttar Pradesh,Serious,Pedestrian,Hazy,Urban Road,3,0,Dawn,62
ACC1185,Aug-21,03:19,Bangalore Karnataka,Fatal,Pedestrian,Hazy,Village Road,0,5,Dark,85
ACC1186,Jan-19,19:44,Dwarka Delhi,Serious,Car,Rainy,Village Road,5,0,Daylight,101
ACC1187,Aug-21,03:29,Bokaro Jharkhand,Serious,Two-Wheeler,Rainy,Urban Road,4,2,Dusk,35
ACC1188,Jan-18,05:57,Patiala Punjab,Serious,Bus,Rainy,Village Road,8,0,Dawn,86
ACC1189,Jun-18,17:31,Panipat Haryana,Serious,Truck,Foggy,State Highway,8,4,Dawn,52
ACC1190,Jan-21,16:59,Gyalshing Sikkim,Fatal,Bus,Foggy,National Highway,5,3,Dusk,116
ACC1191,Jan-18,15:42,Jaipur Rajasthan,Minor,Cycle,Foggy,Village Road,10,4,Dusk,77
ACC1192,Apr-20,00:11,Bokaro Jharkhand,Fatal,Car,Stormy,Urban Road,7,2,Dark,81
ACC1193,May-22,02:35,Aizawl Mizoram,Minor,Two-Wheeler,Rainy,State Highway,8,1,Dawn,69
ACC1194,Aug-22,10:10,Rourkela Odisha,Minor,Truck,Rainy,National Highway,0,4,Dawn,37
ACC1195,Jan-22,17:55,Silchar Assam,Minor,Cycle,Hazy,State Highway,1,0,Dusk,31
ACC1196,Oct-23,20:07,Bishnupur Manipur,Minor,Cycle,Hazy,Village Road,2,0,Daylight,119
ACC1197,Aug-18,17:43,Gyalshing Sikkim,Serious,Car,Clear,National Highway,5,0,Dark,120
ACC1198,Feb-21,01:38,Roorkee Uttarakhand,Fatal,Truck,Foggy,Village Road,3,3,Dawn,45
ACC1199,Dec-18,04:28,Udaipur Tripura,Minor,Bus,Foggy,Village Road,6,2,Dusk,76
ACC1200,Mar-19,01:22,Varanasi Uttar Pradesh,Minor,Bus,Foggy,Urban Road,0,5,Dark,76
ACC1201,Apr-21,21:34,Thoubal Manipur,Serious,Cycle,Rainy,National Highway,6,5,Dark,65
ACC1202,Jan-18,12:50,Mapusa Goa,Fatal,Two-Wheeler,Stormy,Village Road,9,0,Dusk,50
ACC1203,Jun-20,01:51,Visakhapatnam Andhra Pradesh,Serious,Truck,Hazy,State Highway,7,3,Dusk,94
ACC1204,Apr-19,21:11,Mangalore Karnataka,Serious,Car,Rainy,National Highway,4,2,Daylight,72
ACC1205,Dec-21,22:41,Champhai Mizoram,Fatal,Cycle,Hazy,State Highway,0,3,Dawn,39
ACC1206,Dec-20,12:16,Roorkee Uttarakhand,Serious,Bus,Stormy,Urban Road,6,4,Daylight,98
ACC1207,Aug-18,20:29,Dharmanagar Tripura,Fatal,Pedestrian,Rainy,State Highway,8,4,Daylight,53
ACC1208,Sep-20,10:50,Dehradun Uttarakhand,Serious,Cycle,Foggy,Urban Road,6,3,Dark,89
ACC1209,Nov-18,07:10,Chandigarh Chandigarh,Serious,Auto-Rickshaw,Foggy,Village Road,7,0,Dusk,54
ACC1210,Jan-22,23:22,Mandi Himachal Pradesh,Minor,Truck,Rainy,National Highway,9,1,Dusk,84
ACC1211,Oct-22,17:25,Haldwani Uttarakhand,Fatal,Truck,Rainy,Urban Road,1,0,Dawn,113
ACC1212,Aug-18,05:02,Lunglei Mizoram,Minor,Truck,Stormy,Village Road,4,3,Dusk,69
ACC1213,Sep-20,04:08,Dhanbad Jharkhand,Serious,Auto-Rickshaw,Rainy,Village Road,2,4,Dusk,70
ACC1214,Sep-18,21:14,Coimbatore Tamil Nadu,Fatal,Auto-Rickshaw,Clear,Urban Road,3,4,Dusk,104
ACC1215,Aug-19,13:31,Jammu Jammu and Kashmir,Serious,Pedestrian,Foggy,National Highway,2,3,Daylight,86
ACC1216,Mar-23,21:32,Vijayawada Andhra Pradesh,Minor,Truck,Stormy,Urban Road,10,2,Dusk,45
ACC1217,Sep-18,06:23,Muzaffarpur Bihar,Serious,Bus,Stormy,National Highway,5,1,Daylight,85
ACC1218,May-19,07:25,Champhai Mizoram,Minor,Truck,Hazy,State Highway,5,1,Daylight,95
ACC1219,Jun-21,01:07,Puducherry Puducherry,Fatal,Truck,Rainy,Village Road,7,0,Dawn,56
ACC1220,Jan-20,08:01,Thrissur Kerala,Serious,Pedestrian,Clear,Urban Road,5,5,Dusk,73
ACC1221,Dec-20,10:47,Puducherry Puducherry,Serious,Bus,Stormy,Village Road,9,5,Daylight,35
ACC1222,Aug-19,07:15,Panaji Goa,Minor,Car,Clear,Urban Road,0,4,Daylight,115
ACC1223,Jul-19,16:37,Durg Chhattisgarh,Minor,Car,Rainy,National Highway,0,3,Daylight,39
ACC1224,Mar-21,16:25,Puducherry Puducherry,Minor,Two-Wheeler,Foggy,Village Road,2,5,Dawn,53
ACC1225,Mar-18,03:56,Champhai Mizoram,Fatal,Two-Wheeler,Foggy,National Highway,6,4,Dark,106
ACC1226,Aug-21,05:05,Silchar Assam,Fatal,Auto-Rickshaw,Hazy,State Highway,4,3,Dusk,42
